location,code,wardId
01E-기타A-P,07229930BA9C,172300
01E-성인발열B-01,0722987CBA95,172300
01E-성인발열B-02,07229575BA91,172300
01E-소생A-02,072295B6BA9E,172300
01E-소아A-03,0722958ABA91,172300
01E-소아A-04,072295D58A9B,172300
01E-소아A-05,06FE3280BA96,172300
01E-외상A-01,068F9794BC9C,172300
01E-외상A-02,069325A7BC98,172300
01E-외상A-03,06928B0BBC9B,172300
01E-중앙A-05,072295C0BA9F,172300
01E-중앙A-06,0722957EBA9A,172300
01E-중앙A-07,0722957BBA9F,172300
01E-진료1A-01,06928405BC9A,172300
01E-진료1A-02,06928F9BBC96,172300
01E-진료1A-03,069284B4BC90,172300
01E-진료3A-01,07229580BA9B,172300
01E-진료3A-02,07229876BA9F,172300
01E-진료3B-11,0722983FBA92,172300
01E-진료3B-12,0722957FBA9B,172300
01E-진료3C-21,072295AEBA97,172300
01E-진료3C-22,072295D2BA9C,172300
01E-진료3D-X1,07229583BA98,172300
01E-진료3D-X2,0722992EBA93,172300
